"id","choice_text","is_correct","question_id"
559,neither A nor B,false,168
560,only A,false,169
561,only B,false,169
562,both A and B,true,169
563,neither A nor B,false,169
564,only A,false,170
565,only B,false,170
566,both A and B,false,170
567,neither A nor B,true,170
568,only A,false,171
569,only B,true,171
570,both A and B,false,171
571,neither A nor B,false,171
572,only A,false,172
573,only B,false,172
574,both A and B,false,172
575,neither A nor B,true,172
576,only A,false,173
577,only B,true,173
578,both A and B,false,173
579,neither A nor B,false,173
580,only A,false,174
581,only B,false,174
582,both A and B,false,174
583,neither A nor B,true,174
584,only A,false,175
585,only B,false,175
586,both A and B,true,175
587,neither A nor B,false,175
588,only A,false,176
589,only B,false,176
590,both A and B,true,176
591,neither A nor B,false,176
592,only A,false,177
593,only B,false,177
594,both A and B,true,177
595,neither A nor B,false,177
596,only A,true,178
597,only B,false,178
598,both A and B,false,178
599,neither A nor B,false,178
600,A specified attribute,false,179
601,A specified tuple,true,179
602,An entire relation,false,179
603,None of the above,false,179
604,Data encryption,false,180
605,Access controls,false,180
606,Auditing,true,180
607,Authentication,false,180
608,With grant privilege,false,181
609,Allow grant privilege,false,181
610,Allow grant option,false,181
611,With grant option,true,181
612,Use different levels of security to classify users and data.,true,182
613,Allow owners of objects to determine who has access to their objects,false,182
614,Control a list of authorized users using the GRANT and REVOKE commands,false,182
615,Manage access control lists by assigning roles to users,false,182
616,SQL injection may occur when an input is used in the construction of an SQL query without being adequately constrained or sanitized,false,183
617,SQL injection allows an attacker to access a SQL database and execute SQL commands under the privileges of a user who connects to the database,false,183
620,GRANT select ON salary TO Tom no cascade;,false,184
621,REVOKE select ON salary FROM Tom restrict;,true,184
622,GRANT select ON salary TO Tom no restrict;,false,184
623,REVOKE select ON salary FROM Tom cascade;,false,184
624,A user who creates a view can always receive the select and update privileges on that view.,false,185
625,A user who creates a view can always receive the update privilege on that view if the user has the update privilege on the underlying tables/views used to define the view.,false,185
626,A user who creates a view does not necessarily receive all privileges on that view.,true,185
627,A user who creates a view receives all privileges on that view.,false,185
628,Objects that do not have an owner cannot be modified.,false,186
629,The database administrator is an owner of each object.,false,186
630,"For each object, the database administrator can grant privileges to other users at their own discretion.",false,186
631,Each object has an owner who has full control on managing the privileges to the object.,true,186
632,"DAC relies only on the identity of a user, leaving room for Trojan Horse attacks.",true,187
633,"DAC relies on certificates of a user, leaving room for attackers to use those certificates.",false,187
634,"DAC does not rely on the identity of a user, leaving room for Trojan Horse attacks.",false,187
635,"DAC does not regulate the role of a user, leaving room for Trojan Horse attacks.",false,187
642,"var City; City = Request.form (""City""); var SQL = ""select * from OrdersTable where City = '"" + City + ""'"";",true,189
643,"var SQL = ""select * from OrdersTable where City = ‘Canberra’"";",false,189
644,"var City; City =‘Canberra’; var SQL = ""select * from OrdersTable where City = '"" + City + “'"";",false,189
645,None of the above,false,189
646,"File, printer, and mailbox roles.",false,190
647,"Sales, marketing, management, and production roles.",true,190
648,User and workstation roles.,false,190
649,Resource and department roles.,false,190
650,A method of restricting user access to a database system,true,191
651,A method of restricting user access to data in a database system,false,191
652,A method of restricting operations on data stored in a database system,false,191
653,All of the above,false,191
654,Both Amy and Peter have the select privilege on Event,false,192
636,Access control list and Ownership,false,188
638,Group membership and Role,false,188
639,User security clearance and Data classification,true,188
543,"4",true,162
558,both A and B,true,168
556, only A,false,168
655,"Amy has the select privilege on Event, but Peter does not have this privilege",true,192
656,"Peter has the select privilege on Event, but Amy does not have this privilege",false,192
657,None of Amy and Peter have the select privilege on Event,false,192
658,Both Amy and Peter have the select privilege on Event,false,193
659,"Amy has the select privilege on Event, but Peter does not have this privilege",false,193
660,"Peter has the select privilege on Event, but Amy does not have this privilege",true,193
661,None of Amy and Peter have the select privilege on Event,false,193
662,Confidentiality,false,194
663,Availability,false,194
664,Integrity,true,194
665,Accountability,false,194
666,Write down rule,false,195
667,Write up rule,false,195
668,Read down rule,true,195
669,Read up rule,false,195
670,A Trojan is a small malicious program that runs hidden on the infected system.,false,196
671,A Trojan is created with the intent and it can infect the system by misleading a user.,false,196
672,A Trojan works in the background and steals sensitive data.,false,196
673,"A Trojan can self-replicate, as a virus does.",true,196
674,A method that is used to secretly pass information and not normally used for communication,true,197
675,A method that is used to transmit secret or top secret data,false,197
676,A trusted channel that is used for communication,false,197
677,Any channel that crosses the security perimeter,false,197
678,Authentication by what you have,false,198
679,Authentication by what you know,false,198
680,Authentication by what you are,false,198
681,Two-factor authentication,true,198
618,SQL injection can be prevented by removing the privileges of a user who connects to the database,true,183
682,None of the above,false,183
683,Recover manager,false,199
684,Concurrency control,true,199
685,Storage manager,false,199
686,File manager,false,199
688,T1 and T2 produce correct results if T1 is executed after T2 commits,false,200
689,T1 and T2 produce correct results if T1 and T2 are executed concurrently but do not access any common data items,false,200
690,All of the above,true,200
691,Read committed,true,201
692,Read uncommitted,false,201
693,Serializable,false,201
694,Repeatable read,false,201
695,Consistency,false,202
696,Serializability,true,202
697,Atomicity,false,202
698,All of the above,false,202
699,Read,false,203
700,Write,false,203
701,Read and write,true,203
702,Update,false,203
703,"Once a transaction has released a lock, this transaction can not acquire any more locks",false,204
704,A transaction can release all its locks when this transaction commits,false,204
705,A transaction can acquire all the locks which it needs when this transaction begins,false,204
706,All of the above,true,204
707,Unrepeatable read,false,205
708,Phantom read,true,205
709,Dirty read,false,205
710,Lost update,false,205
711,Increase throughput,false,206
712,Reduce average response time,false,206
713,Increase utilisation,false,206
714,All of the above,true,206
715,Atomicity and integrity,false,207
716,Atomicity and durability,true,207
717,Atomicity and isolation,false,207
718,Durability and isolation,false,207
719,Lost update,false,208
720,Dirty read,true,208
721,Unrepeatable read,false,208
722,Phantom read,false,208
723,Lost update,false,209
726,Phantom read,false,209
727,Lost update,true,210
728,Dirty read,false,210
729,Unrepeatable read,false,210
730,Phantom read,false,210
731,"66 and 82",false,211
732,"81 and 90",false,211
733,"66 and 90",true,211
734,None of the above,false,211
735,"66 and 82",false,212
736,"81 and 90",false,212
737,"66 and 90",true,212
738,None of the above,false,212
739,"66, 81, 82 and 90",false,213
740,"66, 76, 81, 82, 87, and 90",true,213
741,"66, 78, 81, 82, 88, and 90",false,213
742,"66 and 90",false,213
743,None of the above,false,213
744,Undo the changes before commit,false,214
745,Clear all changes,false,214
746,Redo the changes before commit,false,214
747,Nothing,true,214
752,Schedule 1and Schedule 2,false,216
753,Schedule 2 and Schedule 3,false,216
754,Schedule 3 and Schedule 4,false,216
759,"None of 1, 2 and 3",false,217
760,"Redo the operations that have not been committed, i.e., write(A) and write(B) from T1",false,218
761,"Undo the operations that have not been committed, i.e., write(A) and write(B) from T1",true,218
762,"Redo the operations that have not been committed, i.e., write(B) from T1",false,218
763,"Undo the operations that have not been committed, i.e., write(B) from T1",false,218
764,"Redo the operations that have been committed, i.e., write(D) from T2 and write(A) from T1",false,219
765,"Undo the operations that have been committed, i.e., write(D) from T2 and write(A) from T1",false,219
766,"Redo the operations that have been committed, i.e., write(D) from T2",true,219
767,"Undo the operations that have been committed, i.e., write(D) from T2",false,219
756,Schedule 1,false,217
757,Schedule 2,false,217
724,Dirty read,false,209
725,Unrepeatable read,true,209
758,Schedule 3,true,217
687,A schedule of T1 and T2 can be serialized if T1 and T2 are executed under the two phase locking protocol,false,200
755,Schedule 1 and Schedule 4,false,216
768,Schedule 2 and Schedule 4,true,216
